"","sample_code","sample_type","infected_count","disease","organ","portion","branch","total_count","leaf_incidence","Shade_tree_species","Section_of_Kaweri","Coffee_Variety","distance","Shade_tree_soil_sample_CODE","distance_class","log_total_count"
"3897","JAC1COF1_Kite","No_CRBD_leaves_lower_portion_1st_branch",0,"CRBD","leaves","lower","1st",28,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",3.3322045101752
"3898","JAC1COF1_Kite","No_CRBD_leaves_lower_portion_2nd_branch",0,"CRBD","leaves","lower","2nd",26,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",3.25809653802148
"3899","JAC1COF1_Kite","No_CRBD_leaves_lower_portion_3rd_branch",2,"CRBD","leaves","lower","3rd",17,0.117647058823529,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.83321334405622
"3900","JAC1COF1_Kite","No_CRBD_leaves_lower_portion_4th_branch",0,"CRBD","leaves","lower","4th",7,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",1.94591014905531
"3901","JAC1COF1_Kite","No_CRBD_berries_lower_portion_1st_branch",0,"CRBD","berries","lower","1st",0,NA,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",-Inf
"3902","JAC1COF1_Kite","No_CRBD_berries_lower_portion_2nd_branch",0,"CRBD","berries","lower","2nd",0,NA,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",-Inf
"3903","JAC1COF1_Kite","No_CRBD_berries_lower_portion_3rd_branch",0,"CRBD","berries","lower","3rd",0,NA,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",-Inf
"3904","JAC1COF1_Kite","No_CRBD_berries_lower_portion_4th_branch",0,"CRBD","berries","lower","4th",1,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",0
"3905","JAC1COF1_Kite","No_CWD_leaves_middle_portion_1st_branch",2,"CWD","leaves","middle","1st",17,0.117647058823529,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.83321334405622
"3906","JAC1COF1_Kite","No_CWD_leaves_middle_portion_2nd_branch",0,"CWD","leaves","middle","2nd",16,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.77258872223978
"3907","JAC1COF1_Kite","No_CWD_leaves_middle_portion_3rd_branch",0,"CWD","leaves","middle","3rd",15,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.70805020110221
"3908","JAC1COF1_Kite","No_CWD_leaves_middle_portion_4th_branch",0,"CWD","leaves","middle","4th",7,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",1.94591014905531
"3909","JAC1COF1_Kite","No_CLR_leaves_middle_portion_1st_branch",0,"CLR","leaves","middle","1st",17,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.83321334405622
"3910","JAC1COF1_Kite","No_CLR_leaves_middle_portion_2nd_branch",2,"CLR","leaves","middle","2nd",16,0.125,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.77258872223978
"3911","JAC1COF1_Kite","No_CLR_leaves_middle_portion_3rd_branch",1,"CLR","leaves","middle","3rd",15,0.0666666666666667,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.70805020110221
"3912","JAC1COF1_Kite","No_CLR_leaves_middle_portion_4th_branch",0,"CLR","leaves","middle","4th",7,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",1.94591014905531
"3913","JAC1COF1_Kite","No_CRBD_leaves_middle_portion_1st_branch",0,"CRBD","leaves","middle","1st",17,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.83321334405622
"3914","JAC1COF1_Kite","No_CRBD_leaves_middle_portion_2nd_branch",0,"CRBD","leaves","middle","2nd",16,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.77258872223978
"3915","JAC1COF1_Kite","No_CRBD_leaves_middle_portion_3rd_branch",0,"CRBD","leaves","middle","3rd",15,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.70805020110221
"3916","JAC1COF1_Kite","No_CRBD_leaves_middle_portion_4th_branch",1,"CRBD","leaves","middle","4th",7,0.142857142857143,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",1.94591014905531
"3917","JAC1COF1_Kite","No_CRBD_berries_middle_portion_1st_branch",0,"CRBD","berries","middle","1st",4,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",1.38629436111989
"3918","JAC1COF1_Kite","No_CRBD_berries_middle_portion_2nd_branch",0,"CRBD","berries","middle","2nd",18,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.89037175789616
"3919","JAC1COF1_Kite","No_CRBD_berries_middle_portion_3rd_branch",0,"CRBD","berries","middle","3rd",0,NA,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",-Inf
"3920","JAC1COF1_Kite","No_CRBD_berries_middle_portion_4th_branch",0,"CRBD","berries","middle","4th",0,NA,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",-Inf
"3921","JAC1COF1_Kite","No_CWD_leaves_Top_portion_1st_branch",0,"CWD","leaves","Top","1st",18,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.89037175789616
"3922","JAC1COF1_Kite","No_CWD_leaves_Top_portion_2nd_branch",0,"CWD","leaves","Top","2nd",18,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.89037175789616
"3923","JAC1COF1_Kite","No_CWD_leaves_Top_portion_3rd_branch",0,"CWD","leaves","Top","3rd",19,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.94443897916644
"3924","JAC1COF1_Kite","No_CWD_leaves_Top_portion_4th_branch",1,"CWD","leaves","Top","4th",16,0.0625,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.77258872223978
"3925","JAC1COF1_Kite","No_CLR_leaves_Top_portion_1st_branch",0,"CLR","leaves","Top","1st",18,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.89037175789616
"3926","JAC1COF1_Kite","No_CLR_leaves_Top_portion_2nd_branch",0,"CLR","leaves","Top","2nd",18,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.89037175789616
"3927","JAC1COF1_Kite","No_CLR_leaves_Top_portion_3rd_branch",2,"CLR","leaves","Top","3rd",19,0.105263157894737,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.94443897916644
"3928","JAC1COF1_Kite","No_CLR_leaves_Top_portion_4th_branch",0,"CLR","leaves","Top","4th",16,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.77258872223978
"3929","JAC1COF1_Kite","No_CRBD_leaves_Top_portion_1st_branch",1,"CRBD","leaves","Top","1st",18,0.0555555555555556,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.89037175789616
"3930","JAC1COF1_Kite","No_CRBD_leaves_Top_portion_2nd_branch",0,"CRBD","leaves","Top","2nd",18,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.89037175789616
"3931","JAC1COF1_Kite","No_CRBD_leaves_Top_portion_3rd_branch",0,"CRBD","leaves","Top","3rd",19,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.94443897916644
"3932","JAC1COF1_Kite","No_CRBD_leaves_Top_portion_4th_branch",0,"CRBD","leaves","Top","4th",16,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",2.77258872223978
"3933","JAC1COF1_Kite","No_CRBD_berries_Top_portion_1st_branch",0,"CRBD","berries","Top","1st",6,0,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",1.79175946922805
"3934","JAC1COF1_Kite","No_CRBD_berries_Top_portion_2nd_branch",0,"CRBD","berries","Top","2nd",0,NA,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",-Inf
"3935","JAC1COF1_Kite","No_CRBD_berries_Top_portion_3rd_branch",0,"CRBD","berries","Top","3rd",0,NA,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",-Inf
"3936","JAC1COF1_Kite","No_CRBD_berries_Top_portion_4th_branch",0,"CRBD","berries","Top","4th",0,NA,"Ah","Kitemba","Clone A",5,"JAC1_Kite","[0-8]",-Inf
"3937","JAC1COF2_Kite","No_CWD_leaves_lower_portion_1st_branch",0,"CWD","leaves","lower","1st",8,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.07944154167984
"3938","JAC1COF2_Kite","No_CWD_leaves_lower_portion_2nd_branch",0,"CWD","leaves","lower","2nd",22,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",3.09104245335832
"3939","JAC1COF2_Kite","No_CWD_leaves_lower_portion_3rd_branch",0,"CWD","leaves","lower","3rd",48,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",3.87120101090789
"3940","JAC1COF2_Kite","No_CWD_leaves_lower_portion_4th_branch",0,"CWD","leaves","lower","4th",19,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.94443897916644
"3941","JAC1COF2_Kite","No_CLR_leaves_lower_portion_1st_branch",2,"CLR","leaves","lower","1st",8,0.25,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.07944154167984
"3942","JAC1COF2_Kite","No_CLR_leaves_lower_portion_2nd_branch",5,"CLR","leaves","lower","2nd",22,0.227272727272727,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",3.09104245335832
"3943","JAC1COF2_Kite","No_CLR_leaves_lower_portion_3rd_branch",15,"CLR","leaves","lower","3rd",48,0.3125,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",3.87120101090789
"3944","JAC1COF2_Kite","No_CLR_leaves_lower_portion_4th_branch",7,"CLR","leaves","lower","4th",19,0.368421052631579,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.94443897916644
"3945","JAC1COF2_Kite","No_CRBD_leaves_lower_portion_1st_branch",0,"CRBD","leaves","lower","1st",8,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.07944154167984
"3946","JAC1COF2_Kite","No_CRBD_leaves_lower_portion_2nd_branch",0,"CRBD","leaves","lower","2nd",22,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",3.09104245335832
"3947","JAC1COF2_Kite","No_CRBD_leaves_lower_portion_3rd_branch",0,"CRBD","leaves","lower","3rd",48,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",3.87120101090789
"3948","JAC1COF2_Kite","No_CRBD_leaves_lower_portion_4th_branch",0,"CRBD","leaves","lower","4th",19,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.94443897916644
"3949","JAC1COF2_Kite","No_CRBD_berries_lower_portion_1st_branch",0,"CRBD","berries","lower","1st",1,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",0
"3950","JAC1COF2_Kite","No_CRBD_berries_lower_portion_2nd_branch",0,"CRBD","berries","lower","2nd",0,NA,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",-Inf
"3951","JAC1COF2_Kite","No_CRBD_berries_lower_portion_3rd_branch",9,"CRBD","berries","lower","3rd",16,0.5625,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.77258872223978
"3952","JAC1COF2_Kite","No_CRBD_berries_lower_portion_4th_branch",0,"CRBD","berries","lower","4th",0,NA,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",-Inf
"3953","JAC1COF2_Kite","No_CWD_leaves_middle_portion_1st_branch",0,"CWD","leaves","middle","1st",16,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.77258872223978
"3954","JAC1COF2_Kite","No_CWD_leaves_middle_portion_2nd_branch",0,"CWD","leaves","middle","2nd",14,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.63905732961526
"3955","JAC1COF2_Kite","No_CWD_leaves_middle_portion_3rd_branch",0,"CWD","leaves","middle","3rd",17,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.83321334405622
"3956","JAC1COF2_Kite","No_CWD_leaves_middle_portion_4th_branch",0,"CWD","leaves","middle","4th",9,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.19722457733622
"3957","JAC1COF2_Kite","No_CLR_leaves_middle_portion_1st_branch",3,"CLR","leaves","middle","1st",16,0.1875,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.77258872223978
"3958","JAC1COF2_Kite","No_CLR_leaves_middle_portion_2nd_branch",3,"CLR","leaves","middle","2nd",14,0.214285714285714,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.63905732961526
"3959","JAC1COF2_Kite","No_CLR_leaves_middle_portion_3rd_branch",2,"CLR","leaves","middle","3rd",17,0.117647058823529,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.83321334405622
"3960","JAC1COF2_Kite","No_CLR_leaves_middle_portion_4th_branch",4,"CLR","leaves","middle","4th",9,0.444444444444444,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.19722457733622
"3961","JAC1COF2_Kite","No_CRBD_leaves_middle_portion_1st_branch",0,"CRBD","leaves","middle","1st",16,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.77258872223978
"3962","JAC1COF2_Kite","No_CRBD_leaves_middle_portion_2nd_branch",0,"CRBD","leaves","middle","2nd",14,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.63905732961526
"3963","JAC1COF2_Kite","No_CRBD_leaves_middle_portion_3rd_branch",0,"CRBD","leaves","middle","3rd",17,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.83321334405622
"3964","JAC1COF2_Kite","No_CRBD_leaves_middle_portion_4th_branch",0,"CRBD","leaves","middle","4th",9,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.19722457733622
"3965","JAC1COF2_Kite","No_CRBD_berries_middle_portion_1st_branch",0,"CRBD","berries","middle","1st",2,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",0.693147180559945
"3966","JAC1COF2_Kite","No_CRBD_berries_middle_portion_2nd_branch",0,"CRBD","berries","middle","2nd",0,NA,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",-Inf
"3967","JAC1COF2_Kite","No_CRBD_berries_middle_portion_3rd_branch",0,"CRBD","berries","middle","3rd",0,NA,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",-Inf
"3968","JAC1COF2_Kite","No_CRBD_berries_middle_portion_4th_branch",0,"CRBD","berries","middle","4th",0,NA,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",-Inf
"3969","JAC1COF2_Kite","No_CWD_leaves_Top_portion_1st_branch",0,"CWD","leaves","Top","1st",8,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.07944154167984
"3970","JAC1COF2_Kite","No_CWD_leaves_Top_portion_2nd_branch",0,"CWD","leaves","Top","2nd",14,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.63905732961526
"3971","JAC1COF2_Kite","No_CWD_leaves_Top_portion_3rd_branch",0,"CWD","leaves","Top","3rd",11,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.39789527279837
"3972","JAC1COF2_Kite","No_CWD_leaves_Top_portion_4th_branch",0,"CWD","leaves","Top","4th",15,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.70805020110221
"3973","JAC1COF2_Kite","No_CLR_leaves_Top_portion_1st_branch",4,"CLR","leaves","Top","1st",8,0.5,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.07944154167984
"3974","JAC1COF2_Kite","No_CLR_leaves_Top_portion_2nd_branch",8,"CLR","leaves","Top","2nd",14,0.571428571428571,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.63905732961526
"3975","JAC1COF2_Kite","No_CLR_leaves_Top_portion_3rd_branch",6,"CLR","leaves","Top","3rd",11,0.545454545454545,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.39789527279837
"3976","JAC1COF2_Kite","No_CLR_leaves_Top_portion_4th_branch",5,"CLR","leaves","Top","4th",15,0.333333333333333,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.70805020110221
"3977","JAC1COF2_Kite","No_CRBD_leaves_Top_portion_1st_branch",0,"CRBD","leaves","Top","1st",8,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.07944154167984
"3978","JAC1COF2_Kite","No_CRBD_leaves_Top_portion_2nd_branch",0,"CRBD","leaves","Top","2nd",14,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.63905732961526
"3979","JAC1COF2_Kite","No_CRBD_leaves_Top_portion_3rd_branch",0,"CRBD","leaves","Top","3rd",11,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.39789527279837
"3980","JAC1COF2_Kite","No_CRBD_leaves_Top_portion_4th_branch",0,"CRBD","leaves","Top","4th",15,0,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.70805020110221
"3981","JAC1COF2_Kite","No_CRBD_berries_Top_portion_1st_branch",0,"CRBD","berries","Top","1st",0,NA,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",-Inf
"3982","JAC1COF2_Kite","No_CRBD_berries_Top_portion_2nd_branch",0,"CRBD","berries","Top","2nd",0,NA,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",-Inf
"3983","JAC1COF2_Kite","No_CRBD_berries_Top_portion_3rd_branch",6,"CRBD","berries","Top","3rd",15,0.4,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.70805020110221
"3984","JAC1COF2_Kite","No_CRBD_berries_Top_portion_4th_branch",6,"CRBD","berries","Top","4th",14,0.428571428571429,"Ah","Kitemba","Clone B",11,"JAC1_Kite","(8-16]",2.63905732961526
"3985","JAC1COF3_Kite","No_CWD_leaves_lower_portion_1st_branch",0,"CWD","leaves","lower","1st",12,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.484906649788
"3986","JAC1COF3_Kite","No_CWD_leaves_lower_portion_2nd_branch",0,"CWD","leaves","lower","2nd",10,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.30258509299405
"3987","JAC1COF3_Kite","No_CWD_leaves_lower_portion_3rd_branch",0,"CWD","leaves","lower","3rd",5,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",1.6094379124341
"3988","JAC1COF3_Kite","No_CWD_leaves_lower_portion_4th_branch",0,"CWD","leaves","lower","4th",9,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.19722457733622
"3989","JAC1COF3_Kite","No_CLR_leaves_lower_portion_1st_branch",4,"CLR","leaves","lower","1st",12,0.333333333333333,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.484906649788
"3990","JAC1COF3_Kite","No_CLR_leaves_lower_portion_2nd_branch",2,"CLR","leaves","lower","2nd",10,0.2,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.30258509299405
"3991","JAC1COF3_Kite","No_CLR_leaves_lower_portion_3rd_branch",1,"CLR","leaves","lower","3rd",5,0.2,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",1.6094379124341
"3992","JAC1COF3_Kite","No_CLR_leaves_lower_portion_4th_branch",2,"CLR","leaves","lower","4th",9,0.222222222222222,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.19722457733622
"3993","JAC1COF3_Kite","No_CRBD_leaves_lower_portion_1st_branch",0,"CRBD","leaves","lower","1st",12,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.484906649788
"3994","JAC1COF3_Kite","No_CRBD_leaves_lower_portion_2nd_branch",0,"CRBD","leaves","lower","2nd",10,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.30258509299405
"3995","JAC1COF3_Kite","No_CRBD_leaves_lower_portion_3rd_branch",0,"CRBD","leaves","lower","3rd",5,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",1.6094379124341
"3996","JAC1COF3_Kite","No_CRBD_leaves_lower_portion_4th_branch",0,"CRBD","leaves","lower","4th",9,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.19722457733622
"3997","JAC1COF3_Kite","No_CRBD_berries_lower_portion_1st_branch",2,"CRBD","berries","lower","1st",2,1,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",0.693147180559945
"3998","JAC1COF3_Kite","No_CRBD_berries_lower_portion_2nd_branch",10,"CRBD","berries","lower","2nd",14,0.714285714285714,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.63905732961526
"3999","JAC1COF3_Kite","No_CRBD_berries_lower_portion_3rd_branch",12,"CRBD","berries","lower","3rd",18,0.666666666666667,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.89037175789616
"4000","JAC1COF3_Kite","No_CRBD_berries_lower_portion_4th_branch",9,"CRBD","berries","lower","4th",10,0.9,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.30258509299405
"4001","JAC1COF3_Kite","No_CWD_leaves_middle_portion_1st_branch",0,"CWD","leaves","middle","1st",8,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.07944154167984
"4002","JAC1COF3_Kite","No_CWD_leaves_middle_portion_2nd_branch",0,"CWD","leaves","middle","2nd",5,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",1.6094379124341
"4003","JAC1COF3_Kite","No_CWD_leaves_middle_portion_3rd_branch",0,"CWD","leaves","middle","3rd",7,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",1.94591014905531
"4004","JAC1COF3_Kite","No_CWD_leaves_middle_portion_4th_branch",0,"CWD","leaves","middle","4th",10,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.30258509299405
"4005","JAC1COF3_Kite","No_CLR_leaves_middle_portion_1st_branch",2,"CLR","leaves","middle","1st",8,0.25,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.07944154167984
"4006","JAC1COF3_Kite","No_CLR_leaves_middle_portion_2nd_branch",0,"CLR","leaves","middle","2nd",5,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",1.6094379124341
"4007","JAC1COF3_Kite","No_CLR_leaves_middle_portion_3rd_branch",3,"CLR","leaves","middle","3rd",7,0.428571428571429,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",1.94591014905531
"4008","JAC1COF3_Kite","No_CLR_leaves_middle_portion_4th_branch",4,"CLR","leaves","middle","4th",10,0.4,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.30258509299405
"4009","JAC1COF3_Kite","No_CRBD_leaves_middle_portion_1st_branch",0,"CRBD","leaves","middle","1st",8,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.07944154167984
"4010","JAC1COF3_Kite","No_CRBD_leaves_middle_portion_2nd_branch",0,"CRBD","leaves","middle","2nd",5,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",1.6094379124341
"4011","JAC1COF3_Kite","No_CRBD_leaves_middle_portion_3rd_branch",0,"CRBD","leaves","middle","3rd",7,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",1.94591014905531
"4012","JAC1COF3_Kite","No_CRBD_leaves_middle_portion_4th_branch",0,"CRBD","leaves","middle","4th",10,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.30258509299405
"4013","JAC1COF3_Kite","No_CRBD_berries_middle_portion_1st_branch",13,"CRBD","berries","middle","1st",35,0.371428571428571,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",3.55534806148941
"4014","JAC1COF3_Kite","No_CRBD_berries_middle_portion_2nd_branch",6,"CRBD","berries","middle","2nd",11,0.545454545454545,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.39789527279837
"4015","JAC1COF3_Kite","No_CRBD_berries_middle_portion_3rd_branch",14,"CRBD","berries","middle","3rd",17,0.823529411764706,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.83321334405622
"4016","JAC1COF3_Kite","No_CRBD_berries_middle_portion_4th_branch",38,"CRBD","berries","middle","4th",53,0.716981132075472,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",3.97029191355212
"4017","JAC1COF3_Kite","No_CWD_leaves_Top_portion_1st_branch",0,"CWD","leaves","Top","1st",11,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.39789527279837
"4018","JAC1COF3_Kite","No_CWD_leaves_Top_portion_2nd_branch",0,"CWD","leaves","Top","2nd",10,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.30258509299405
"4019","JAC1COF3_Kite","No_CWD_leaves_Top_portion_3rd_branch",0,"CWD","leaves","Top","3rd",11,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.39789527279837
"4020","JAC1COF3_Kite","No_CWD_leaves_Top_portion_4th_branch",0,"CWD","leaves","Top","4th",12,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.484906649788
"4021","JAC1COF3_Kite","No_CLR_leaves_Top_portion_1st_branch",1,"CLR","leaves","Top","1st",11,0.0909090909090909,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.39789527279837
"4022","JAC1COF3_Kite","No_CLR_leaves_Top_portion_2nd_branch",2,"CLR","leaves","Top","2nd",10,0.2,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.30258509299405
"4023","JAC1COF3_Kite","No_CLR_leaves_Top_portion_3rd_branch",2,"CLR","leaves","Top","3rd",11,0.181818181818182,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.39789527279837
"4024","JAC1COF3_Kite","No_CLR_leaves_Top_portion_4th_branch",3,"CLR","leaves","Top","4th",12,0.25,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.484906649788
"4025","JAC1COF3_Kite","No_CRBD_leaves_Top_portion_1st_branch",0,"CRBD","leaves","Top","1st",11,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.39789527279837
"4026","JAC1COF3_Kite","No_CRBD_leaves_Top_portion_2nd_branch",0,"CRBD","leaves","Top","2nd",10,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.30258509299405
"4027","JAC1COF3_Kite","No_CRBD_leaves_Top_portion_3rd_branch",0,"CRBD","leaves","Top","3rd",11,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.39789527279837
"4028","JAC1COF3_Kite","No_CRBD_leaves_Top_portion_4th_branch",0,"CRBD","leaves","Top","4th",12,0,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",2.484906649788
"4029","JAC1COF3_Kite","No_CRBD_berries_Top_portion_1st_branch",48,"CRBD","berries","Top","1st",59,0.813559322033898,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",4.07753744390572
"4030","JAC1COF3_Kite","No_CRBD_berries_Top_portion_2nd_branch",73,"CRBD","berries","Top","2nd",104,0.701923076923077,"Ah","Kitemba","Clone C",20,"JAC1_Kite","(16-22]",4.64439089914137
