"","Shade_tree_species","Section_of_Kaweri","sample_code","Coffee_Variety","Actual_distance_from_shade_tree_m","Shade_tree_Canopy_Cover","Shade_tree_soil_sample_CODE","Longitude","Latitude","Longitude_dd","Latitude_dd","distance_class"
"84","Ah","Kitemba","JAC1COF3_Kite","Clone C",20,66.93,"JAC1_Kite","31° 28′ 22.2″ E","0° 36′ 60″ N",31.4728333333333,0.616666666666667,"(16-22]"
"85","Ah","Kitemba","JAC2COF1_Kite","Clone C",0,33.03,"JAC2_Kite","31° 28′ 24.3″ E","0° 37′ 1.1″ N",31.4734166666667,0.616972222222222,"[0-8]"
"86","Ah","Kitemba","JAC2COF2_Kite","Clone B",10,33.03,"JAC2_Kite","31° 28′ 24.3″ E","0° 37′ 1.1″ N",31.4734166666667,0.616972222222222,"(8-16]"
"87","Ah","Kitemba","JAC2COF3_Kite","Op1",20,33.03,"JAC2_Kite","31° 28′ 24.3″ E","0° 37′ 1.1″ N",31.4734166666667,0.616972222222222,"(16-22]"
"88","Ah","Kitemba","JAC3COF1_Kite","Clone B",3,31.22,"JAC3_Kite","31° 28′ 22.4″ E","0° 37′ 2.5″ N",31.4728888888889,0.617361111111111,"[0-8]"
"89","Ah","Kitemba","JAC3COF2_Kite","Clone C",12,31.22,"JAC3_Kite","31° 28′ 22.4″ E","0° 37′ 2.5″ N",31.4728888888889,0.617361111111111,"(8-16]"
"90","Ah","Kitemba","JAC3COF3_Kite","Clone C",20,31.22,"JAC3_Kite","31° 28′ 22.4″ E","0° 37′ 2.5″ N",31.4728888888889,0.617361111111111,"(16-22]"
"91","Ah","Kitemba","JAC5COF1_Kite","Clone B",5,65.88,"JAC5_Kite","31° 28′ 21″ E","0° 37′ 5″ N",31.4725,0.618055555555556,"[0-8]"
"92","Ah","Kitemba","JAC5COF2_Kite","Clone F",10,65.88,"JAC5_Kite","31° 28′ 21″ E","0° 37′ 5″ N",31.4725,0.618055555555556,"(8-16]"
"93","Ah","Kitemba","JAC5COF3_Kite","Clone A",20,65.88,"JAC5_Kite","31° 28′ 21″ E","0° 37′ 5″ N",31.4725,0.618055555555556,"(16-22]"
"94","Pa","Kitemba","AVO3COF1_Kite","Clone H",5,23.36,"AVO3_Kite","31° 28′ 22.5″ E","0° 36′ 57.7″ N",31.4729166666667,0.616027777777778,"[0-8]"
"95","Pa","Kitemba","AVO3COF2_Kite","Clone C",10,23.36,"AVO3_Kite","31° 28′ 22.5″ E","0° 36′ 57.7″ N",31.4729166666667,0.616027777777778,"(8-16]"
"96","Pa","Kitemba","AVO3COF3_Kite","Clone F",20,23.36,"AVO3_Kite","31° 28′ 22.5″ E","0° 36′ 57.7″ N",31.4729166666667,0.616027777777778,"(16-22]"
"97","Pa","Kitemba","AVO4COF1_Kite","Op2",5,20.5,"AVO4_Kite","31° 28′ 22″ E","0° 37′ 1.3″ N",31.4727777777778,0.617027777777778,"[0-8]"
"98","Pa","Kitemba","AVO4COF2_Kite","Op2",10,20.5,"AVO4_Kite","31° 28′ 22″ E","0° 37′ 1.3″ N",31.4727777777778,0.617027777777778,"(8-16]"
"99","Pa","Kitemba","AVO4COF3_Kite","Op2",20,20.5,"AVO4_Kite","31° 28′ 22″ E","0° 37′ 1.3″ N",31.4727777777778,0.617027777777778,"(16-22]"
"100","Pa","Kitemba","AVO12COF1_Kite","Clone C",5,29.24,"AVO12_Kite","31° 27' 56.81″ E","0° 37' 33.02″ N",31.4657805555556,0.625838888888889,"[0-8]"
"101","Pa","Kitemba","AVO12COF2_Kite","Clone H",11,29.24,"AVO12_Kite","31° 27' 56.81″ E","0° 37' 33.02″ N",31.4657805555556,0.625838888888889,"(8-16]"
"102","Pa","Kitemba","AVO12COF3_Kite","Clone F",20,29.24,"AVO12_Kite","31° 27' 56.81″ E","0° 37' 33.02″ N",31.4657805555556,0.625838888888889,"(16-22]"
"103","Pa","Kitemba","AVO13COF1_Kite","Op1",5,2.42,"AVO13_Kite","31° 28′ 25.1″ E","0° 37′ 3.2″ N",31.4736388888889,0.617555555555556,"[0-8]"
"104","Pa","Kitemba","AVO13COF2_Kite","Clone A",11,2.42,"AVO13_Kite","31° 28′ 25.1″ E","0° 37′ 3.2″ N",31.4736388888889,0.617555555555556,"(8-16]"
"105","Pa","Kitemba","AVO13COF3_Kite","Clone B",20,2.42,"AVO13_Kite","31° 28′ 25.1″ E","0° 37′ 3.2″ N",31.4736388888889,0.617555555555556,"(16-22]"
"106","Fn","Kyamutuma","FIC6COF1_Kyam","Op2",5,60.51,"FIC6_Kyam","31° 27′ 44.9″ E","0° 38′ 17.1″ N",31.4624722222222,0.638083333333333,"[0-8]"
"107","Fn","Kyamutuma","FIC6COF2_Kyam","Op2",10,60.51,"FIC6_Kyam","31° 27′ 44.9″ E","0° 38′ 17.1″ N",31.4624722222222,0.638083333333333,"(8-16]"
"108","Fn","Kyamutuma","FIC6COF3_Kyam","Op2",20,60.51,"FIC6_Kyam","31° 27′ 44.9″ E","0° 38′ 17.1″ N",31.4624722222222,0.638083333333333,"(16-22]"
