"","Shade_tree_species","Section_of_Kaweri","sample_code","Coffee_Variety","Actual_distance_from_shade_tree_m","Shade_tree_Canopy_Cover","Shade_tree_soil_sample_CODE","Longitude","Latitude","Longitude_dd","Latitude_dd","distance_class"
"34","Ah","Kitagweta","JAC7COF1_Kita","Clone C",3,51.46,"JAC7_Kita","31° 28′ 17.1″ E","0° 37′ 32.1″ N",31.4714166666667,0.625583333333333,"[0-8]"
"35","Ah","Kitagweta","JAC7COF2_Kita","Clone A",10,51.46,"JAC7_Kita","31° 28′ 17.1″ E","0° 37′ 32.1″ N",31.4714166666667,0.625583333333333,"(8-16]"
"36","Ah","Kitagweta","JAC7COF3_Kita","Clone A",20,51.46,"JAC7_Kita","31° 28′ 17.1″ E","0° 37′ 32.1″ N",31.4714166666667,0.625583333333333,"(16-22]"
"37","Ah","Kitagweta","JAC14COF1_Kita","Clone B",6,36.39,"JAC14_Kita","31° 27′ 58.5″ E","0° 37′ 26.5″ N",31.46625,0.624027777777778,"[0-8]"
"38","Ah","Kitagweta","JAC14COF2_Kita","Clone B",10,36.39,"JAC14_Kita","31° 27′ 58.5″ E","0° 37′ 26.5″ N",31.46625,0.624027777777778,"(8-16]"
"39","Ah","Kitagweta","JAC14COF3_Kita","Clone B",21,36.39,"JAC14_Kita","31° 27′ 58.5″ E","0° 37′ 26.5″ N",31.46625,0.624027777777778,"(16-22]"
"40","Ah","Kitagweta","JAC15COF1_Kita","Clone F",5,41.98,"JAC15_Kita","31° 27′ 55.2″ E","0° 37′ 25.7″ N",31.4653333333333,0.623805555555556,"[0-8]"
"41","Ah","Kitagweta","JAC15COF2_Kita","Clone A",10,41.98,"JAC15_Kita","31° 27′ 55.2″ E","0° 37′ 25.7″ N",31.4653333333333,0.623805555555556,"(8-16]"
"42","Ah","Kitagweta","JAC15COF3_Kita","Clone F",20,41.98,"JAC15_Kita","31° 27′ 55.2″ E","0° 37′ 25.7″ N",31.4653333333333,0.623805555555556,"(16-22]"
"43","Pa","Kitagweta","AVO5COF1_Kita","Op1",3,0.26,"AVO5_Kita","31° 28′ 35″ E","0° 37′ 30.5″ N",31.4763888888889,0.625138888888889,"[0-8]"
"44","Pa","Kitagweta","AVO5COF2_Kita","Clone F",11,0.26,"AVO5_Kita","31° 28′ 35″ E","0° 37′ 30.5″ N",31.4763888888889,0.625138888888889,"(8-16]"
"45","Pa","Kitagweta","AVO5COF3_Kita","Clone A",20,0.26,"AVO5_Kita","31° 28′ 35″ E","0° 37′ 30.5″ N",31.4763888888889,0.625138888888889,"(16-22]"
